[[[1652300100,1652300400,60,3.172,2.76417,2.576,2.42083,2.08]]]
[[[1652300100,1652300400,60,3.99492,2.53484,3.25918,2.28811,2.25357]]]
[[[1652300100,1652300400,60,0.0838467,0.0470506,0.0606311,0.0617437,0.054853]]]
[[[1652300100,1652300400,60,2.06613e+11,2.06804e+11,2.06811e+11,2.068e+11,2.06855e+11]]]
[[[1652300100,1652300400,60,0.3405,0.370167,0.379333,0.329833,0.329833]]]
[[[1652300100,1652300400,60,1.80078,1.3423,0.690728,0.604141,0.604141]]]
[[[1652300100,1652300400,60,0.105493,0.12144,0.040782,0.0296136,0.0296136]]]
[[[1652300100,1652300400,60,7.48631e+10,7.48669e+10,7.48647e+10,7.4881e+10,7.4881e+10]]]
[[[1652300100,1652300400,60,0.41,0.379667,0.379667,0.35,0.33]]]
[[[1652300100,1652300400,60,0.599117,0.899346,0.899346,0.881613,1.19747]]]
[[[1652300100,1652300400,60,0.005656,0.0303635,0.0303635,0.032406,0.090111]]]
[[[1652300100,1652300400,60,7.20796e+10,7.20906e+10,7.20906e+10,7.2095e+10,7.20902e+10]]]
[[[1652300100,1652300400,60,0.31,0.329667,0.309,0.250667,0.289333]]]
[[[1652300100,1652300400,60,1.45393,1.01797,0.864207,0.999464,1.02904]]]
[[[1652300100,1652300400,60,0.0599727,0.0383532,0.0408287,0.0398574,0.0353232]]]
[[[1652300100,1652300400,60,7.54082e+10,7.54437e+10,7.54061e+10,7.54324e+10,7.54716e+10]]]
[[[1652300100,1652300400,60,0.214,0.218167,0.211833,0.226333,0.23]]]
[[[1652300100,1652300400,60,1.45016,1.05306,1.42481,1.49149,1.50911]]]
[[[1652300100,1652300400,60,0.0070998,0.00618022,0.00628583,0.00625445,0.00638327]]]
[[[1652300100,1652300400,60,2.64725e+11,2.64728e+11,2.64728e+11,2.64729e+11,2.64731e+11]]]
[[[1652300100,1652300400,60,1.03933,1.03333,1.06667,1.03583,1.096]]]
[[[1652300100,1652300400,60,2.69106,2.13965,3.19495,1.78082,2.88445]]]
[[[1652300100,1652300400,60,0.0356557,0.0375406,0.0571339,0.0322576,0.0484883]]]
[[[1652300100,1652300400,60,2.0966e+11,2.09641e+11,2.09589e+11,2.09583e+11,2.09707e+11]]]
[[[1652300100,1652300400,60,0.369,0.309667,0.290167,0.310167,0.310167]]]
[[[1652300100,1652300400,60,1.01789,0.917304,1.24673,0.803821,0.803821]]]
[[[1652300100,1652300400,60,0.0495324,0.061342,0.100985,0.0342376,0.0342376]]]
[[[1652300100,1652300400,60,7.65761e+10,7.65617e+10,7.65733e+10,7.65828e+10,7.65828e+10]]]
[[[1652300100,1652300400,60,0.31,0.36,0.37,0.35,0.37]]]
[[[1652300100,1652300400,60,1.30521,1.56555,1.07797,0.967131,1.87893]]]
[[[1652300100,1652300400,60,0.036594,0.042833,0.01085,0.013522,0.042711]]]
[[[1652300100,1652300400,60,7.57264e+10,7.57425e+10,7.57533e+10,7.57715e+10,7.57595e+10]]]
[[[1652300100,1652300400,60,0.161,0.22,0.2195,0.190667,0.231]]]
[[[1652300100,1652300400,60,0.858346,1.13171,0.587443,0.492144,0.947964]]]
[[[1652300100,1652300400,60,0.00731437,0.0407193,0.00869165,0.00477787,0.0157221]]]
[[[1652300100,1652300400,60,7.35512e+10,7.35439e+10,7.35607e+10,7.35623e+10,7.35487e+10]]]
[[[1652300100,1652300400,60,0.344,0.388167,0.441833,0.384,0.412]]]
[[[1652300100,1652300400,60,0.582206,0.577887,0.601112,0.600389,0.596665]]]
[[[1652300100,1652300400,60,1.7e-05,1.50167e-05,0,0,4.17e-05]]]
[[[1652300100,1652300400,60,2.21019e+11,2.21019e+11,2.21022e+11,2.21018e+11,2.21016e+11]]]
[[[1652300100,1652300400,60,0.31,0.309333,0.27,0.27,0.25]]]
[[[1652300100,1652300400,60,0.571175,0.832108,0.665952,0.665952,0.932915]]]
[[[1652300100,1652300400,60,0.0063504,0.0221394,0.0132415,0.0132415,0.070061]]]
[[[1652300100,1652300400,60,7.55589e+10,7.55615e+10,7.5561e+10,7.5561e+10,7.5562e+10]]]
[[[1652300100,1652300400,60,0.270333,0.289167,0.241333,0.319667,0.299667]]]
[[[1652300100,1652300400,60,0.715451,1.2285,0.784738,1.95636,0.720382]]]
[[[1652300100,1652300400,60,0.0204871,0.0345898,0.0205682,0.0393761,0.0204373]]]
[[[1652300100,1652300400,60,7.40778e+10,7.40879e+10,7.40612e+10,7.39981e+10,7.40599e+10]]]
[[[1652300100,1652300400,60,0.2495,0.220167,0.23,0.231167,0.279667]]]
[[[1652300100,1652300400,60,0.56316,0.526639,1.23773,0.636667,0.765701]]]
[[[1652300100,1652300400,60,0.00881238,0.003844,0.0360432,0.00438262,0.0197003]]]
[[[1652300100,1652300400,60,7.37344e+10,7.37304e+10,7.37016e+10,7.37083e+10,7.37034e+10]]]
[[[1652300100,1652300400,60,0.27,0.269667,0.250333,0.271167,0.340833]]]
[[[1652300100,1652300400,60,0.77692,0.839817,1.08723,1.4445,1.8215]]]
[[[1652300100,1652300400,60,0.016344,0.0097536,0.0269575,0.0244805,0.0851122]]]
[[[1652300100,1652300400,60,7.4177e+10,7.4184e+10,7.41841e+10,7.41631e+10,7.41717e+10]]]
[[[1652300100,1652300400,60,0.259,0.239,0.219,0.201,0.221]]]
[[[1652300100,1652300400,60,2.17119,2.10934,1.70736,1.36056,2.42984]]]
[[[1652300100,1652300400,60,0.0345604,0.0576843,0.0224606,0.022881,0.0643665]]]
