1652302800,1652303100,60,1.149,1.02633,1.163,1.19767,1.096
1652302800,1652303100,60,1.62603,2.03648,2.81557,2.67549,1.89547
1652302800,1652303100,60,0.0329778,0.0381783,0.056111,0.053002,0.0384027
1652302800,1652303100,60,2.05526e+11,2.05489e+11,2.05505e+11,2.05478e+11,2.05531e+11
1652302800,1652303100,60,0.2885,0.3015,0.281333,0.262833,0.245333
1652302800,1652303100,60,0.717262,0.903796,0.75064,0.696208,0.492389
1652302800,1652303100,60,0.0280206,0.0751875,0.0509877,0.0402849,0.019175
1652302800,1652303100,60,7.46149e+10,7.46027e+10,7.46088e+10,7.46107e+10,7.46053e+10
1652302800,1652303100,60,0.267333,0.3115,0.32,0.363,0.372833
1652302800,1652303100,60,0.943525,0.951077,0.919787,1.60944,1.50225
1652302800,1652303100,60,0.0374936,0.0486606,0.0499445,0.0358177,0.039364
1652302800,1652303100,60,7.21108e+10,7.21086e+10,7.21051e+10,7.20896e+10,7.20926e+10
1652302800,1652303100,60,0.152833,0.186667,0.185667,0.172667,0.17
1652302800,1652303100,60,0.535895,0.943076,0.725058,0.651157,0.701221
1652302800,1652303100,60,0.00423932,0.0166353,0.0094013,0.010965,0.018656
1652302800,1652303100,60,7.51607e+10,7.51536e+10,7.5152e+10,7.51495e+10,7.51498e+10
1652302800,1652303100,60,0.261333,0.268,0.2855,0.271333,0.273
1652302800,1652303100,60,1.02081,1.20443,1.50603,1.51065,1.53855
1652302800,1652303100,60,0.00686903,0.0066795,0.0067567,0.00684203,0.00705737
1652302800,1652303100,60,2.64731e+11,2.64726e+11,2.64729e+11,2.64728e+11,2.64726e+11
1652302800,1652303100,60,1.114,1.11,1.038,1.048,1.086
1652302800,1652303100,60,1.75549,2.43772,2.01962,2.34058,3.02001
1652302800,1652303100,60,0.032284,0.0455247,0.0386061,0.0419802,0.0558699
1652302800,1652303100,60,2.08193e+11,2.08195e+11,2.08225e+11,2.08224e+11,2.08259e+11
1652302800,1652303100,60,0.3785,0.327,0.281333,0.277167,0.272667
1652302800,1652303100,60,0.798254,0.661067,0.702741,0.686757,0.872265
1652302800,1652303100,60,0.0391804,0.0287138,0.0193378,0.0422537,0.0435062
1652302800,1652303100,60,7.61611e+10,7.61533e+10,7.61459e+10,7.61527e+10,7.6152e+10
1652302800,1652303100,60,0.334167,0.377333,0.364167,0.357333,0.345333
1652302800,1652303100,60,0.779964,1.60469,1.16589,1.20769,1.17942
1652302800,1652303100,60,0.0290302,0.0670326,0.0559689,0.052603,0.0562755
1652302800,1652303100,60,7.57591e+10,7.57517e+10,7.57559e+10,7.57646e+10,7.57667e+10
1652302800,1652303100,60,0.267,0.228,0.22,0.212833,0.217333
1652302800,1652303100,60,0.814846,0.677643,0.947342,0.996715,0.863676
1652302800,1652303100,60,0.016744,0.0181329,0.0184773,0.0188022,0.0203713
1652302800,1652303100,60,7.37197e+10,7.37257e+10,7.37675e+10,7.37734e+10,7.37811e+10
1652302800,1652303100,60,0.356,0.287,0.343,0.377,0.344
1652302800,1652303100,60,0.592095,0.61817,0.607892,0.579317,0.808188
1652302800,1652303100,60,3.14e-05,0.0001707,1.86e-05,1.53e-05,1.7e-05
1652302800,1652303100,60,2.21031e+11,2.21015e+11,2.2102e+11,2.21012e+11,2.21014e+11
1652302800,1652303100,60,0.241333,0.23,0.258667,0.277167,0.294333
1652302800,1652303100,60,0.644474,0.730069,0.853304,1.05027,1.20699
1652302800,1652303100,60,0.0102522,0.0153832,0.0255536,0.0470584,0.047896
1652302800,1652303100,60,7.5447e+10,7.54424e+10,7.54379e+10,7.54368e+10,7.54339e+10
1652302800,1652303100,60,0.2985,0.260667,0.345333,0.343333,0.293333
1652302800,1652303100,60,0.637516,0.47077,0.663806,0.610817,0.804621
1652302800,1652303100,60,0.00752722,0.0053056,0.0146805,0.010917,0.0208561
1652302800,1652303100,60,7.41232e+10,7.41205e+10,7.41333e+10,7.41322e+10,7.41341e+10
1652302800,1652303100,60,0.39,0.3685,0.345667,0.34,0.3185
1652302800,1652303100,60,0.673078,0.54912,0.961886,0.764565,0.849368
1652302800,1652303100,60,0.0158912,0.00878995,0.0234314,0.0233814,0.0297107
1652302800,1652303100,60,7.36739e+10,7.36754e+10,7.36904e+10,7.3693e+10,7.36974e+10
1652302800,1652303100,60,0.255667,0.25,0.228,0.22,0.242
1652302800,1652303100,60,1.00156,0.837017,0.732592,0.82116,1.09768
1652302800,1652303100,60,0.0170092,0.0111272,0.00579647,0.0146561,0.0281213
1652302800,1652303100,60,7.42914e+10,7.42722e+10,7.42994e+10,7.43161e+10,7.43225e+10
1652302800,1652303100,60,0.232333,0.222333,0.212333,0.195,0.175
1652302800,1652303100,60,1.0854,0.928813,1.02425,1.2989,1.12557
1652302800,1652303100,60,0.00678103,0.0050751,0.00961737,0.0104945,0.0067635
1652302800,1652303100,60,7.39609e+10,7.3969e+10,7.39737e+10,7.39739e+10,7.39751e+10
1652302800,1652303100,60,0.226,0.2175,0.21,0.194667,0.175
1652302800,1652303100,60,1.16228,1.31399,1.08723,0.962132,0.981433
1652302800,1652303100,60,0.00942073,0.0158278,0.010075,0.0134053,0.0188578
